From,To,Year of order,Duration,Quantity,Weapon description
Soviet Union,Morocco,1960.0,1,12.0,fighter aircraft
Italy,Morocco,1977.0,1,1.0,naval SAM system
United States,Morocco,2016.0,1,55.0,ARV
United States,Morocco,2020.0,1,0.0,combat helicopter
United States,Morocco,2016.0,1,2.0,light transport aircraft
France,Morocco,2015.0,1,1.0,landing craft
France,Morocco,1964.0,1,1.0,frigate
France,Morocco,1974.0,1,1.0,minesweeper
France,Morocco,2008.0,1,1.0,frigate
France,Morocco,2013.0,2,2.0,surveillance satellite
Germany,Morocco,2008.0,1,4.0,ship engine
France,Morocco,1961.0,1,1.0,corvette
Denmark,Morocco,1986.0,2,2.0,patrol craft
Spain,Morocco,2021.0,1,0.0,OPV
United States,Morocco,2016.0,2,489.0,APC
Israel,Morocco,2021.0,1,0.0,UAV
East Germany (GDR),Mozambique,1980.0,1,12.0,fighter aircraft
Spain,Mozambique,2011.0,1,1.0,patrol craft
Portugal,Mozambique,2010.0,2,2.0,light aircraft
Portugal,Mozambique,1975.0,1,4.0,light transport aircraft
Portugal,Mozambique,1975.0,1,1.0,minesweeper
Portugal,Mozambique,1975.0,1,7.0,light helicopter
Portugal,Mozambique,1975.0,1,1.0,landing craft
Portugal,Mozambique,1975.0,1,5.0,transport aircraft
France,Mozambique,2013.0,1,3.0,patrol craft
Soviet Union,Mozambique,1977.0,1,2.0,transport aircraft
United Kingdom,Mozambique,2013.0,1,40.0,APC
United Kingdom,Mozambique,2013.0,1,25.0,APC
South Africa,Mozambique,2021.0,1,1.0,transport aircraft
United States,Myanmar,1977.0,2,5.0,transport aircraft
United Kingdom,Myanmar,1953.0,1,20.0,fighter aircraft
China,Myanmar,1992.0,1,1.0,fire control radar
China,Myanmar,1994.0,3,6.0,FAC
Switzerland,Myanmar,1985.0,1,4.0,trainer aircraft
United States,Myanmar,1957.0,1,6.0,light transport aircraft
Israel,Myanmar,1954.0,2,29.0,fighter aircraft
Switzerland,Myanmar,1979.0,2,8.0,trainer aircraft
Switzerland,Myanmar,1977.0,1,8.0,trainer aircraft
United States,Myanmar,1977.0,1,1.0,helicopter
Yugoslavia,Myanmar,1990.0,1,3.0,patrol craft
France,Myanmar,1955.0,1,1.0,transport aircraft
Denmark,Myanmar,1994.0,1,1.0,transport aircraft
India,Myanmar,2013.0,2,3.0,air search radar
China,Myanmar,1990.0,2,10.0,patrol craft
China,Myanmar,2015.0,1,2.0,transport aircraft
Denmark,Myanmar,2013.0,1,1.0,transport aircraft
United States,Myanmar,1962.0,2,12.0,trainer aircraft
China,Myanmar,2011.0,1,2.0,frigate
Denmark,Myanmar,1978.0,2,3.0,patrol craft
Viet Nam,Myanmar,2018.0,1,2.0,transport aircraft
Russia,Myanmar,1995.0,1,7.0,transport helicopter
Russia,Myanmar,2018.0,2,4.0,FGA aircraft
Italy,Namibia,2002.0,1,1.0,helicopter
India,Namibia,1994.0,1,2.0,light helicopter
India,Namibia,1994.0,1,2.0,light helicopter
United States,Namibia,2010.0,1,2.0,ship engine
China,Namibia,2010.0,1,1.0,OPV
Brazil,Namibia,2003.0,1,1.0,OPV/tug
China,Namibia,2009.0,1,2.0,helicopter
India,Namibia,2009.0,1,2.0,light helicopter
India,Namibia,2009.0,1,1.0,light helicopter
South Africa,Namibia,1998.0,1,24.0,towed gun
China,Namibia,2014.0,1,2.0,patrol craft
Brazil,Namibia,2004.0,1,1.0,patrol craft
France,NATO**,2016.0,3,7.0,tanker/transport aircraft
United States,NATO**,2009.0,1,2.0,heavy transport aircraft
Germany,NATO**,1998.0,2,2.0,transport aircraft
United States,NATO**,2009.0,1,1.0,heavy transport aircraft
United States,NATO**,2012.0,2,5.0,UAV
Ukraine,NATO**,2006.0,1,1.0,transport aircraft
Russia,NATO**,2006.0,1,1.0,transport aircraft
Poland,Nepal,2023.0,1,0.0,light transport aircraft
Russia,Nepal,2004.0,1,1.0,transport helicopter
Poland,Nepal,2003.0,1,1.0,light transport aircraft
Poland,Nepal,2002.0,1,1.0,light transport aircraft
United Kingdom,Nepal,1984.0,1,1.0,light transport aircraft
Czechia,Nepal,2007.0,1,8.0,APC
United Kingdom,Nepal,2003.0,1,2.0,light transport aircraft
India,Nepal,2001.0,1,2.0,light helicopter
Indonesia,Nepal,2017.0,1,1.0,transport aircraft
France,Nepal,1975.0,2,2.0,helicopter
United Kingdom,Nepal,1974.0,1,1.0,transport aircraft
India,Nepal,2014.0,1,1.0,helicopter
Italy,Nepal,2017.0,2,2.0,helicopter
Belarus,Nepal,2002.0,1,2.0,transport helicopter
Russia,Nepal,2013.0,1,2.0,transport helicopter
United States,Netherlands,2005.0,2,32.0,ABM missile
Finland,Netherlands,2022.0,1,1.0,transport ship
France,Netherlands,2023.0,1,0.0,transport helicopter
Norway,Netherlands,2023.0,1,0.0,SAM system
United States,Netherlands,2023.0,1,0.0,ASM
United States,Netherlands,2023.0,1,0.0,armed UAV
United States,Netherlands,2018.0,2,8.0,combat helicopter
Australia,Netherlands,2020.0,1,6.0,APC
United States,Netherlands,1993.0,1,2.0,transport aircraft
United States,Netherlands,2022.0,1,0.0,FGA aircraft
Italy,Netherlands,2020.0,1,0.0,naval gun
Sweden,Netherlands,2021.0,1,0.0,IFV turret
Canada,Netherlands,1988.0,1,10.0,aircraft engine
Canada,Netherlands,1997.0,1,3.0,aircraft engine
United States,Netherlands,1999.0,1,3.0,aircraft EO system
France,Netherlands,1979.0,2,2.0,ASW sonar
Italy,Netherlands,2023.0,1,0.0,naval gun
United States,Netherlands,2005.0,1,2.0,transport aircraft
United States,Netherlands,2004.0,1,2.0,MP aircraft radar
France,Netherlands,1965.0,1,4.0,ASW aircraft
United States,Netherlands,2004.0,1,1.0,transport aircraft
Germany,Netherlands,2003.0,1,46.0,SAM
France,Netherlands,1997.0,1,1.0,light helicopter
United States,Netherlands,1997.0,1,1.0,light helicopter
Italy,Netherlands,1996.0,4,4.0,naval gun
Switzerland,Netherlands,1997.0,1,3.0,trainer aircraft
Sweden,Netherlands,1949.0,5,24.0,naval gun
Germany,Netherlands,1995.0,1,15.0,towed gun
United States,Netherlands,1995.0,2,200.0,BVRAAM
Belgium,Netherlands,1983.0,1,26.0,APC
United States,Netherlands,1993.0,2,6.0,transport helicopter
United Kingdom,Netherlands,1990.0,1,9.0,trainer aircraft
Germany,Netherlands,2023.0,1,0.0,ship engine
United States,Netherlands,1986.0,2,4.0,artillery locating radar
United States,Netherlands,1985.0,1,78.0,SAM
France,Netherlands,1959.0,1,8.0,light helicopter
United States,Netherlands,1978.0,4,13.0,ASW aircraft
United States,Netherlands,1977.0,1,6.0,SSM launcher
United States,Netherlands,1960.0,1,1.0,air search radar
United States,Netherlands,2012.0,1,12.0,UAV
Norway,Netherlands,2009.0,1,14.0,APC turret
Australia,Netherlands,2009.0,1,14.0,APC
United States,Netherlands,1994.0,2,2.0,air refuel system
France,Netherlands,2019.0,1,0.0,MCM ship
Germany,Netherlands,2008.0,1,10.0,AEV
United States,Netherlands,1952.0,1,6.0,corvette
United States,Netherlands,1950.0,2,6.0,frigate
Finland,Netherlands,1995.0,4,8.0,ship engine
United Kingdom,Netherlands,1964.0,2,2.0,frigate
United Kingdom,Netherlands,1962.0,1,4.0,frigate
Denmark,Netherlands,2021.0,1,0.0,air/sea search radar
United States,Netherlands,2016.0,1,12.0,transport helicopter
Denmark,Netherlands,1991.0,1,2.0,ship engine
United States,Netherlands,2020.0,1,6.0,vehicle engine
United Kingdom,Netherlands,1957.0,1,16.0,ASW aircraft
United States,Netherlands,1984.0,3,4.0,SAM system
France,Netherlands,1993.0,2,17.0,transport helicopter
United States,Netherlands,1995.0,1,12.0,combat helicopter
Germany,Netherlands,2013.0,1,41.0,SAM
Italy,Netherlands,2000.0,5,12.0,ASW helicopter
Australia,Netherlands,1962.0,1,2.0,transport aircraft
Romania,Netherlands,2007.0,1,2.0,OPV
United States,Netherlands,2017.0,3,6.0,transport helicopter
United States,Netherlands,1952.0,1,17.0,transport aircraft
Switzerland,Netherlands,1988.0,1,10.0,trainer aircraft
Australia,Netherlands,2008.0,1,13.0,APC
Australia,Netherlands,2009.0,1,9.0,APC
United States,Netherlands,1953.0,1,2.0,submarine
Australia,Netherlands,2006.0,1,25.0,APC
United States,Netherlands,1951.0,1,50.0,light tank
United States,Netherlands,1961.0,1,3.0,transport aircraft
United Kingdom,Netherlands,2006.0,1,12.0,APC turret
United States,Netherlands,2021.0,1,0.0,ABM missile
United States,Netherlands,2018.0,1,4.0,armed UAV
Sweden,Netherlands,2020.0,1,0.0,UAV
Israel,Netherlands,2023.0,1,0.0,self-propelled MRL
Australia,New Zealand,2014.0,1,1.0,patrol craft
Norway,New Zealand,2016.0,1,2.0,ship engine
Netherlands,New Zealand,2003.0,1,2.0,transport aircraft
United States,New Zealand,2018.0,2,4.0,ASW aircraft
Australia,New Zealand,1952.0,1,4.0,corvette/minesweeper
United States,New Zealand,2020.0,1,0.0,transport aircraft
Netherlands,New Zealand,2014.0,2,2.0,air search radar
Germany,New Zealand,2016.0,1,4.0,ship engine
Denmark,New Zealand,1986.0,1,1.0,ship engine
United Kingdom,New Zealand,1990.0,3,18.0,turbojet
Netherlands,New Zealand,2004.0,1,2.0,air search radar
Netherlands,New Zealand,2004.0,1,1.0,AALS
United Kingdom,New Zealand,1963.0,1,1.0,ARV
United Kingdom,New Zealand,1963.0,1,8.0,tank
United States,New Zealand,1999.0,1,1.0,ASW helicopter
United States,New Zealand,1996.0,1,1.0,helicopter
Denmark,New Zealand,1994.0,1,1.0,cargo ship
United Kingdom,New Zealand,1983.0,1,1.0,frigate
Sweden,New Zealand,1991.0,2,2.0,fire control radar
Sweden,New Zealand,1991.0,2,2.0,air search radar
United Kingdom,New Zealand,1989.0,1,4.0,ASW helicopter
Italy,New Zealand,1990.0,3,18.0,trainer/combat aircraft
South Korea,New Zealand,1986.0,1,1.0,replenishment ship
United Kingdom,New Zealand,1981.0,1,2.0,ASW helicopter
United Kingdom,New Zealand,1968.0,1,1.0,frigate
United Kingdom,New Zealand,1963.0,1,1.0,frigate
United Kingdom,New Zealand,1957.0,2,2.0,frigate
United Kingdom,New Zealand,1974.0,1,6.0,trainer/combat aircraft
United States,New Zealand,1965.0,1,5.0,helicopter
United Kingdom,New Zealand,1965.0,1,2.0,ASW helicopter
United Kingdom,New Zealand,1957.0,1,10.0,bomber aircraft
United States,New Zealand,1965.0,2,6.0,light helicopter
United States,New Zealand,1969.0,1,14.0,FGA aircraft
United States,New Zealand,1960.0,1,10.0,light tank
United Kingdom,New Zealand,1951.0,1,6.0,trainer aircraft
Australia,New Zealand,1984.0,1,10.0,FGA aircraft
United Kingdom,New Zealand,1982.0,1,2.0,ASW helicopter
United Kingdom,New Zealand,1981.0,1,1.0,frigate
United States,New Zealand,1980.0,1,3.0,light transport aircraft
Italy,New Zealand,2010.0,1,3.0,light helicopter
Germany,New Zealand,2004.0,1,4.0,ship engine
Finland,New Zealand,2000.0,1,2.0,ship engine
Australia,New Zealand,1988.0,1,1.0,patrol craft
France,New Zealand,2006.0,4,9.0,transport helicopter
South Korea,New Zealand,2016.0,1,1.0,replenishment ship
United States,New Zealand,2013.0,2,8.0,ASW helicopter
Australia,New Zealand,2004.0,1,4.0,patrol craft
United Kingdom,New Zealand,1955.0,1,1.0,cruiser
United States,New Zealand,1962.0,1,1.0,tanker
United States,New Zealand,1997.0,2,4.0,ASW helicopter
United Kingdom,New Zealand,1965.0,1,2.0,minesweeper
unknown supplier(s),New Zealand,2002.0,1,2.0,light transport aircraft
United Kingdom,New Zealand,1953.0,1,8.0,fighter aircraft
Australia,New Zealand,2004.0,1,2.0,OPV
United Kingdom,New Zealand,1976.0,1,10.0,transport aircraft
United Kingdom,New Zealand,1970.0,2,10.0,trainer/combat aircraft
United Kingdom,New Zealand,1974.0,1,1.0,ASW helicopter
France,New Zealand,1989.0,2,2.0,ASW sonar
United States,New Zealand,2014.0,2,11.0,trainer aircraft
Germany,New Zealand,1989.0,2,2.0,frigate
Australia,New Zealand,2015.0,1,5.0,APC
United States,New Zealand,1985.0,1,1.0,ASW aircraft
United States,Nicaragua,1961.0,1,4.0,bomber aircraft
Soviet Union,Nicaragua,1989.0,1,4.0,transport helicopter
Soviet Union,Nicaragua,1988.0,1,6.0,transport helicopter
United States,Nicaragua,1957.0,1,6.0,transport aircraft
United States,Nicaragua,1976.0,1,1.0,light aircraft
United States,Nicaragua,1975.0,1,10.0,light aircraft
United States,Nicaragua,1961.0,1,8.0,light aircraft
Sweden,Nicaragua,1954.0,1,26.0,fighter aircraft
France,Nicaragua,1981.0,1,2.0,light helicopter
Spain,Nicaragua,2007.0,1,4.0,patrol craft
United States,Nicaragua,1970.0,1,7.0,light helicopter
Netherlands,Nicaragua,2018.0,1,2.0,patrol craft
United States,Nicaragua,1976.0,1,1.0,light aircraft
Russia,Nicaragua,2017.0,1,2.0,transport aircraft
Guatemala,Nicaragua,1955.0,1,1.0,FGA aircraft
France,Niger,2019.0,1,13.0,APC/APV
France,Niger,2022.0,1,2.0,light helicopter
United States,Niger,2014.0,1,2.0,light transport aircraft
United States,Niger,2019.0,3,51.0,APC
Germany,Niger,1985.0,1,1.0,light transport aircraft
France,Niger,1979.0,1,1.0,transport aircraft
United States,Niger,1979.0,1,2.0,transport aircraft
Germany,Niger,1984.0,1,20.0,APC
Libya,Niger,1997.0,1,1.0,transport aircraft
Egypt,Niger,2023.0,1,30.0,reconnaissance AV
France,Niger,2015.0,1,4.0,APC
Ukraine,Niger,2012.0,1,2.0,ground attack aircraft
France,Niger,1974.0,1,1.0,transport aircraft
Egypt,Niger,2023.0,1,12.0,towed gun
Turkiye,Niger,2021.0,1,6.0,armed UAV
France,Niger,2012.0,1,3.0,light helicopter
South Africa,Niger,2022.0,1,8.0,APC
Italy,Nigeria,1983.0,2,2.0,MCM ship
United States,Nigeria,1990.0,3,64.0,vehicle engine
Netherlands,Nigeria,2019.0,1,1.0,landing ship
Austria,Nigeria,2022.0,1,4.0,light aircraft
Italy,Nigeria,2007.0,2,2.0,maritime patrol aircraft
France,Nigeria,2019.0,1,1.0,patrol craft
United Kingdom,Nigeria,1975.0,1,2.0,corvette
Netherlands,Nigeria,2019.0,1,2.0,patrol craft
United States,Nigeria,1983.0,2,2.0,naval gun
Italy,Nigeria,1977.0,3,10.0,naval gun
Germany,Nigeria,1975.0,1,8.0,ship engine
Germany,Nigeria,1977.0,1,12.0,ship engine
United Kingdom,Nigeria,1977.0,1,2.0,ship engine
Sweden,Nigeria,1975.0,1,2.0,ASW MRL
Italy,Nigeria,1977.0,3,6.0,naval gun
Italy,Nigeria,2005.0,1,1.0,transport aircraft
United Kingdom,Nigeria,1974.0,1,2.0,patrol craft
United Kingdom,Nigeria,1977.0,1,1.0,air/sea search radar
Netherlands,Nigeria,1977.0,1,1.0,fire control radar
Netherlands,Nigeria,1975.0,1,2.0,fire control radar
Italy,Nigeria,1990.0,3,13.0,self-propelled gun
Italy,Nigeria,1975.0,1,2.0,naval gun
Netherlands,Nigeria,1977.0,1,1.0,fire control radar
Austria,Nigeria,1981.0,2,70.0,APC
United Kingdom,Nigeria,1965.0,3,6.0,patrol craft
United States,Nigeria,1974.0,2,6.0,transport aircraft
Germany,Nigeria,1973.0,1,4.0,light helicopter
United States,Nigeria,1971.0,1,3.0,light transport aircraft
Germany,Nigeria,1983.0,2,3.0,light transport aircraft
France,Nigeria,1981.0,1,70.0,armoured car
United States,Nigeria,1983.0,1,3.0,transport aircraft
United Kingdom,Nigeria,1980.0,1,5.0,trainer aircraft
Germany,Nigeria,1976.0,1,2.0,landing ship
United Kingdom,Nigeria,1977.0,1,12.0,trainer aircraft
United Kingdom,Nigeria,1971.0,1,2.0,patrol craft
Germany,Nigeria,1977.0,2,3.0,FAC
France,Nigeria,1977.0,1,3.0,FAC
France,Nigeria,1976.0,3,15.0,helicopter
United States,Nigeria,2011.0,1,1.0,OPV
Germany,Nigeria,2012.0,2,4.0,ship engine
France,Nigeria,2017.0,1,2.0,patrol craft
Israel,Nigeria,2012.0,2,3.0,patrol craft
Soviet Union,Nigeria,1967.0,1,3.0,FAC
United States,Nigeria,2001.0,2,4.0,cargo ship
China,Nigeria,2022.0,1,1.0,fighter aircraft
Netherlands,Nigeria,1965.0,1,1.0,patrol craft
Germany,Nigeria,1963.0,1,20.0,light transport aircraft
United Kingdom,Nigeria,1960.0,1,1.0,patrol craft
United States,Nigeria,2014.0,1,16.0,APC
Germany,Nigeria,1977.0,1,1.0,frigate
Italy,Nigeria,1977.0,1,1.0,naval SAM system
United States,Nigeria,2022.0,1,4.0,aircraft engine
Brazil,Nigeria,2018.0,1,12.0,trainer/combat aircraft
United States,Nigeria,2014.0,3,4.0,trainer/combat aircraft
United States,Nigeria,2014.0,1,10.0,APC
United States,Nigeria,1970.0,1,1.0,transport aircraft
United States,Nigeria,2023.0,1,0.0,light helicopter
Turkiye,Nigeria,2023.0,1,0.0,patrol craft
Italy,Nigeria,2021.0,1,0.0,air/sea search radar
Turkiye,Nigeria,2021.0,1,0.0,OPV
UAE,Nigeria,2013.0,1,10.0,APV
South Africa,Nigeria,2013.0,1,2.0,patrol craft
China,Nigeria,2014.0,1,1.0,patrol craft
China,Nigeria,2012.0,2,2.0,OPV
Pakistan,Nigeria,2016.0,3,10.0,trainer aircraft
Ukraine,Nigeria,2005.0,1,7.0,APC
Singapore,Nigeria,2007.0,1,2.0,patrol craft
United States,Nigeria,1981.0,1,3.0,ASW sonar
United Kingdom,Nigeria,1981.0,1,3.0,ASW helicopter
Canada,Nigeria,2007.0,2,4.0,aircraft engine
France,Nigeria,2023.0,1,0.0,patrol craft
Italy,Nigeria,2021.0,1,0.0,naval gun
Italy,Nigeria,1983.0,2,12.0,trainer/combat aircraft
United States,Nigeria,2022.0,1,1.0,light transport aircraft
Turkiye,Nigeria,2022.0,1,2.0,combat helicopter
Soviet Union,North Korea,1950.0,1,15.0,trainer aircraft
Kazakhstan,North Korea,1995.0,1,4.0,fire control radar
Kazakhstan,North Korea,1995.0,1,24.0,AA gun
Soviet Union,North Korea,1950.0,1,24.0,fighter aircraft
United States,North Macedonia,2000.0,1,1.0,helicopter
Kazakhstan,North Macedonia,1998.0,1,12.0,APC
Russia,North Macedonia,1994.0,1,4.0,transport helicopter
Greece,North Macedonia,2001.0,1,2.0,helicopter
France,North Macedonia,1999.0,1,62.0,anti-tank missile
Greece,North Macedonia,1999.0,1,10.0,APC
Bulgaria,North Macedonia,1999.0,1,36.0,tank
Germany,North Macedonia,1998.0,1,60.0,APC
United States,North Macedonia,1998.0,2,36.0,towed gun
United States,North Macedonia,2001.0,1,1.0,light aircraft
Ukraine,North Macedonia,2001.0,1,4.0,ground attack aircraft
Ukraine,North Macedonia,2001.0,1,6.0,self-propelled MRL
Turkiye,North Macedonia,2016.0,1,1.0,APV
United Kingdom,North Yemen,1974.0,1,2.0,light transport aircraft
Soviet Union,North Yemen,1979.0,1,150.0,APC
United States,North Yemen,1979.0,1,2.0,transport aircraft
United States,North Yemen,1977.0,1,3.0,patrol craft
Saudi Arabia,North Yemen,1977.0,1,4.0,FGA aircraft
unknown supplier(s),North Yemen,1966.0,1,4.0,mortar
United States,North Yemen,1979.0,1,56.0,APC
United States,North Yemen,1979.0,1,64.0,tank
United States,North Yemen,1979.0,1,12.0,FGA aircraft
United States,North Yemen,1979.0,1,12.0,towed gun
United States,North Yemen,1979.0,1,6.0,ARV
unknown supplier(s),North Yemen,1966.0,1,2.0,mortar
Saudi Arabia,North Yemen,1955.0,1,2.0,trainer aircraft
United States,Norway,2022.0,1,0.0,BVRAAM
United States,Norway,1986.0,2,4.0,ASW aircraft
United States,Norway,2012.0,1,1.0,transport aircraft
United States,Norway,2007.0,3,4.0,transport aircraft
United States,Norway,2023.0,1,0.0,ASW helicopter
Germany,Norway,2023.0,1,0.0,tank
Germany,Norway,2019.0,1,5.0,armoured bridgelayer
United States,Norway,2023.0,1,0.0,BVRAAM
United States,Norway,2020.0,1,0.0,guided glide bomb
United Kingdom,Norway,1989.0,1,1.0,transport helicopter
United Kingdom,Norway,1977.0,1,1.0,transport helicopter
Sweden,Norway,1977.0,2,3.0,naval gun
Germany,Norway,1975.0,3,28.0,ship engine
Netherlands,Norway,2001.0,1,1.0,APC
Netherlands,Norway,2001.0,1,5.0,tank
United States,Norway,2000.0,5,5.0,air search radar
United States,Norway,1995.0,1,30.0,APC
Finland,Norway,1999.0,1,32.0,APC
United States,Norway,1995.0,2,12.0,self-propelled MRL
Netherlands,Norway,1994.0,1,16.0,APC
United States,Norway,1986.0,2,2.0,FGA aircraft
Sweden,Norway,1986.0,1,4.0,trainer aircraft
Germany,Norway,1959.0,4,15.0,submarine
Sweden,Norway,1981.0,1,16.0,trainer aircraft
Italy,Norway,1994.0,2,3.0,air search radar
Italy,Norway,2006.0,2,25.0,APV
Sweden,Norway,2003.0,4,6.0,fire control radar
Germany,Norway,1991.0,2,92.0,tank
United States,Norway,1955.0,1,2.0,minesweeper
Spain,Norway,2000.0,5,5.0,frigate
Sweden,Norway,1994.0,4,104.0,IFV
Germany,Norway,2021.0,1,0.0,submarine
Finland,Norway,2013.0,1,2.0,ship engine
South Korea,Norway,2013.0,1,1.0,replenishment ship
United States,Norway,2018.0,1,1.0,turbofan
United States,Norway,2017.0,2,5.0,ASW aircraft
Germany,Norway,1982.0,4,6.0,submarine
United States,Norway,2000.0,5,10.0,fire control radar
Germany,Norway,2023.0,1,0.0,AEV/ARV
United Kingdom,Norway,1978.0,1,6.0,helicopter
Germany,Norway,1962.0,1,1.0,submarine
United Kingdom,Norway,1952.0,1,2.0,frigate
United States,Norway,2022.0,1,0.0,air search radar
Italy,Norway,2008.0,1,35.0,APV
South Korea,Norway,2022.0,1,0.0,ALV
South Korea,Norway,2022.0,1,0.0,self-propelled gun
Netherlands,Norway,2022.0,1,0.0,artillery locating radar
United States,Norway,1991.0,1,136.0,APC
United States,Norway,1995.0,1,126.0,APC
France,Norway,2000.0,5,5.0,ASW sonar
South Korea,Norway,2017.0,3,24.0,self-propelled gun
Singapore,Oman,2012.0,2,4.0,OPV
United Kingdom,Oman,2012.0,2,12.0,FGA aircraft
United States,Oman,2009.0,1,1.0,transport aircraft
Italy,Oman,1981.0,2,2.0,naval gun
United States,Oman,1993.0,1,3.0,light helicopter
UAE,Oman,2005.0,1,1.0,landing ship
United States,Oman,1997.0,1,3.0,AEV
United Kingdom,Oman,1994.0,1,1.0,FGA aircraft
Sweden,Oman,1995.0,2,3.0,fire control radar
France,Oman,1996.0,2,51.0,APV
United Kingdom,Oman,1993.0,1,4.0,APC
United Kingdom,Oman,1993.0,2,18.0,tank
United Kingdom,Oman,1986.0,1,1.0,air search radar
United Kingdom,Oman,1986.0,1,1.0,FAC
United Kingdom,Oman,1985.0,2,2.0,air search radar
United Kingdom,Oman,1969.0,1,1.0,training ship
United Kingdom,Oman,1970.0,1,2.0,patrol craft
United Kingdom,Oman,1967.0,1,12.0,trainer/combat aircraft
United Kingdom,Oman,1972.0,1,8.0,trainer/combat aircraft
United States,Oman,1975.0,1,120.0,anti-tank missile
United Kingdom,Oman,1974.0,2,3.0,transport aircraft
United Kingdom,Oman,1974.0,1,4.0,trainer/combat aircraft
Singapore,Oman,1982.0,1,2.0,landing craft
United Kingdom,Oman,1982.0,1,1.0,landing ship
United States,Oman,1981.0,2,2.0,transport aircraft
United Kingdom,Oman,1981.0,2,2.0,FAC
United Kingdom,Oman,1980.0,1,1.0,FAC
United Kingdom,Oman,1980.0,1,12.0,FGA aircraft
United Kingdom,Oman,1974.0,1,4.0,patrol craft
United Kingdom,Oman,1977.0,1,1.0,landing ship
Pakistan,Oman,2002.0,1,5.0,trainer aircraft
Netherlands,Oman,2007.0,2,3.0,fire control radar
Netherlands,Oman,2012.0,2,4.0,fire control radar
Netherlands,Oman,2012.0,2,4.0,air/sea search radar
France,Oman,2007.0,1,6.0,mortar
Pakistan,Oman,1994.0,1,3.0,trainer aircraft
United Kingdom,Oman,2012.0,1,8.0,trainer/combat aircraft
