From,To,Year of order,Duration,Quantity,Weapon description,Weight
Brazil,Namibia,2004.0,1,1.0,patrol craft,2.0
France,NATO**,2016.0,3,7.0,tanker/transport aircraft,3.0
United States,NATO**,2009.0,1,2.0,heavy transport aircraft,5.0
Germany,NATO**,1998.0,2,2.0,transport aircraft,3.0
United States,NATO**,2009.0,1,1.0,heavy transport aircraft,5.0
United States,NATO**,2012.0,2,5.0,UAV,3.0
Ukraine,NATO**,2006.0,1,1.0,transport aircraft,3.0
Russia,NATO**,2006.0,1,1.0,transport aircraft,3.0
Poland,Nepal,2023.0,1,0.0,light transport aircraft,2.0
Russia,Nepal,2004.0,1,1.0,transport helicopter,3.0
Poland,Nepal,2003.0,1,1.0,light transport aircraft,2.0
Poland,Nepal,2002.0,1,1.0,light transport aircraft,2.0
United Kingdom,Nepal,1984.0,1,1.0,light transport aircraft,2.0
Czechia,Nepal,2007.0,1,8.0,APC,3.0
United Kingdom,Nepal,2003.0,1,2.0,light transport aircraft,2.0
India,Nepal,2001.0,1,2.0,light helicopter,2.0
Indonesia,Nepal,2017.0,1,1.0,transport aircraft,3.0
France,Nepal,1975.0,2,2.0,helicopter,3.0
United Kingdom,Nepal,1974.0,1,1.0,transport aircraft,3.0
India,Nepal,2014.0,1,1.0,helicopter,3.0
Italy,Nepal,2017.0,2,2.0,helicopter,3.0
Belarus,Nepal,2002.0,1,2.0,transport helicopter,3.0
Russia,Nepal,2013.0,1,2.0,transport helicopter,3.0
United States,Netherlands,2005.0,2,32.0,ABM missile,8.0
Finland,Netherlands,2022.0,1,1.0,transport ship,2.0
France,Netherlands,2023.0,1,0.0,transport helicopter,3.0
Norway,Netherlands,2023.0,1,0.0,SAM system,5.0
United States,Netherlands,2023.0,1,0.0,ASM,8.0
United States,Netherlands,2023.0,1,0.0,armed UAV,5.0
United States,Netherlands,2018.0,2,8.0,combat helicopter,5.0
Australia,Netherlands,2020.0,1,6.0,APC,3.0
United States,Netherlands,1993.0,1,2.0,transport aircraft,3.0
United States,Netherlands,2022.0,1,0.0,FGA aircraft,8.0
Italy,Netherlands,2020.0,1,0.0,naval gun,3.0
Sweden,Netherlands,2021.0,1,0.0,IFV turret,2.0
Canada,Netherlands,1988.0,1,10.0,aircraft engine,2.0
Canada,Netherlands,1997.0,1,3.0,aircraft engine,2.0
United States,Netherlands,1999.0,1,3.0,aircraft EO system,3.0
France,Netherlands,1979.0,2,2.0,ASW sonar,3.0
Italy,Netherlands,2023.0,1,0.0,naval gun,3.0
United States,Netherlands,2005.0,1,2.0,transport aircraft,3.0
United States,Netherlands,2004.0,1,2.0,MP aircraft radar,3.0
France,Netherlands,1965.0,1,4.0,ASW aircraft,5.0
United States,Netherlands,2004.0,1,1.0,transport aircraft,3.0
Germany,Netherlands,2003.0,1,46.0,SAM,5.0
France,Netherlands,1997.0,1,1.0,light helicopter,2.0
United States,Netherlands,1997.0,1,1.0,light helicopter,2.0
Italy,Netherlands,1996.0,4,4.0,naval gun,3.0
Switzerland,Netherlands,1997.0,1,3.0,trainer aircraft,2.0
Sweden,Netherlands,1949.0,5,24.0,naval gun,3.0
Germany,Netherlands,1995.0,1,15.0,towed gun,3.0
United States,Netherlands,1995.0,2,200.0,BVRAAM,8.0
Belgium,Netherlands,1983.0,1,26.0,APC,3.0
United States,Netherlands,1993.0,2,6.0,transport helicopter,3.0
United Kingdom,Netherlands,1990.0,1,9.0,trainer aircraft,2.0
Germany,Netherlands,2023.0,1,0.0,ship engine,2.0
United States,Netherlands,1986.0,2,4.0,artillery locating radar,3.0
United States,Netherlands,1985.0,1,78.0,SAM,5.0
France,Netherlands,1959.0,1,8.0,light helicopter,2.0
United States,Netherlands,1978.0,4,13.0,ASW aircraft,5.0
United States,Netherlands,1977.0,1,6.0,SSM launcher,5.0
United States,Netherlands,1960.0,1,1.0,air search radar,3.0
United States,Netherlands,2012.0,1,12.0,UAV,3.0
Norway,Netherlands,2009.0,1,14.0,APC turret,2.0
Australia,Netherlands,2009.0,1,14.0,APC,3.0
United States,Netherlands,1994.0,2,2.0,air refuel system,2.0
France,Netherlands,2019.0,1,0.0,MCM ship,3.0
Germany,Netherlands,2008.0,1,10.0,AEV,2.0
United States,Netherlands,1952.0,1,6.0,corvette,5.0
United States,Netherlands,1950.0,2,6.0,frigate,5.0
Finland,Netherlands,1995.0,4,8.0,ship engine,2.0
United Kingdom,Netherlands,1964.0,2,2.0,frigate,5.0
United Kingdom,Netherlands,1962.0,1,4.0,frigate,5.0
Denmark,Netherlands,2021.0,1,0.0,air/sea search radar,3.0
United States,Netherlands,2016.0,1,12.0,transport helicopter,3.0
Denmark,Netherlands,1991.0,1,2.0,ship engine,2.0
United States,Netherlands,2020.0,1,6.0,vehicle engine,2.0
United Kingdom,Netherlands,1957.0,1,16.0,ASW aircraft,5.0
United States,Netherlands,1984.0,3,4.0,SAM system,5.0
France,Netherlands,1993.0,2,17.0,transport helicopter,3.0
United States,Netherlands,1995.0,1,12.0,combat helicopter,5.0
Germany,Netherlands,2013.0,1,41.0,SAM,5.0
Italy,Netherlands,2000.0,5,12.0,ASW helicopter,5.0
Australia,Netherlands,1962.0,1,2.0,transport aircraft,3.0
Romania,Netherlands,2007.0,1,2.0,OPV,2.0
United States,Netherlands,2017.0,3,6.0,transport helicopter,3.0
United States,Netherlands,1952.0,1,17.0,transport aircraft,3.0
Switzerland,Netherlands,1988.0,1,10.0,trainer aircraft,2.0
Australia,Netherlands,2008.0,1,13.0,APC,3.0
Australia,Netherlands,2009.0,1,9.0,APC,3.0
United States,Netherlands,1953.0,1,2.0,submarine,8.0
Australia,Netherlands,2006.0,1,25.0,APC,3.0
United States,Netherlands,1951.0,1,50.0,light tank,5.0
United States,Netherlands,1961.0,1,3.0,transport aircraft,3.0
United Kingdom,Netherlands,2006.0,1,12.0,APC turret,2.0
United States,Netherlands,2021.0,1,0.0,ABM missile,8.0
United States,Netherlands,2018.0,1,4.0,armed UAV,5.0
Sweden,Netherlands,2020.0,1,0.0,UAV,3.0
Israel,Netherlands,2023.0,1,0.0,self-propelled MRL,5.0
Australia,New Zealand,2014.0,1,1.0,patrol craft,2.0
Norway,New Zealand,2016.0,1,2.0,ship engine,2.0
Netherlands,New Zealand,2003.0,1,2.0,transport aircraft,3.0
United States,New Zealand,2018.0,2,4.0,ASW aircraft,5.0
Australia,New Zealand,1952.0,1,4.0,corvette/minesweeper,5.0
United States,New Zealand,2020.0,1,0.0,transport aircraft,3.0
Netherlands,New Zealand,2014.0,2,2.0,air search radar,3.0
Germany,New Zealand,2016.0,1,4.0,ship engine,2.0
Denmark,New Zealand,1986.0,1,1.0,ship engine,2.0
United Kingdom,New Zealand,1990.0,3,18.0,turbojet,2.0
Netherlands,New Zealand,2004.0,1,2.0,air search radar,3.0
Netherlands,New Zealand,2004.0,1,1.0,AALS,1.0
United Kingdom,New Zealand,1963.0,1,1.0,ARV,2.0
United Kingdom,New Zealand,1963.0,1,8.0,tank,8.0
United States,New Zealand,1999.0,1,1.0,ASW helicopter,5.0
United States,New Zealand,1996.0,1,1.0,helicopter,3.0
Denmark,New Zealand,1994.0,1,1.0,cargo ship,2.0
United Kingdom,New Zealand,1983.0,1,1.0,frigate,5.0
Sweden,New Zealand,1991.0,2,2.0,fire control radar,3.0
Sweden,New Zealand,1991.0,2,2.0,air search radar,3.0
United Kingdom,New Zealand,1989.0,1,4.0,ASW helicopter,5.0
Italy,New Zealand,1990.0,3,18.0,trainer/combat aircraft,5.0
South Korea,New Zealand,1986.0,1,1.0,replenishment ship,2.0
United Kingdom,New Zealand,1981.0,1,2.0,ASW helicopter,5.0
United Kingdom,New Zealand,1968.0,1,1.0,frigate,5.0
United Kingdom,New Zealand,1963.0,1,1.0,frigate,5.0
United Kingdom,New Zealand,1957.0,2,2.0,frigate,5.0
United Kingdom,New Zealand,1974.0,1,6.0,trainer/combat aircraft,5.0
United States,New Zealand,1965.0,1,5.0,helicopter,3.0
United Kingdom,New Zealand,1965.0,1,2.0,ASW helicopter,5.0
United Kingdom,New Zealand,1957.0,1,10.0,bomber aircraft,8.0
United States,New Zealand,1965.0,2,6.0,light helicopter,2.0
United States,New Zealand,1969.0,1,14.0,FGA aircraft,8.0
United States,New Zealand,1960.0,1,10.0,light tank,5.0
United Kingdom,New Zealand,1951.0,1,6.0,trainer aircraft,2.0
Australia,New Zealand,1984.0,1,10.0,FGA aircraft,8.0
United Kingdom,New Zealand,1982.0,1,2.0,ASW helicopter,5.0
United Kingdom,New Zealand,1981.0,1,1.0,frigate,5.0
United States,New Zealand,1980.0,1,3.0,light transport aircraft,2.0
Italy,New Zealand,2010.0,1,3.0,light helicopter,2.0
Germany,New Zealand,2004.0,1,4.0,ship engine,2.0
Finland,New Zealand,2000.0,1,2.0,ship engine,2.0
Australia,New Zealand,1988.0,1,1.0,patrol craft,2.0
France,New Zealand,2006.0,4,9.0,transport helicopter,3.0
South Korea,New Zealand,2016.0,1,1.0,replenishment ship,2.0
United States,New Zealand,2013.0,2,8.0,ASW helicopter,5.0
Australia,New Zealand,2004.0,1,4.0,patrol craft,2.0
United Kingdom,New Zealand,1955.0,1,1.0,cruiser,8.0
United States,New Zealand,1962.0,1,1.0,tanker,2.0
United States,New Zealand,1997.0,2,4.0,ASW helicopter,5.0
United Kingdom,New Zealand,1965.0,1,2.0,minesweeper,2.0
unknown supplier(s),New Zealand,2002.0,1,2.0,light transport aircraft,2.0
United Kingdom,New Zealand,1953.0,1,8.0,fighter aircraft,8.0
Australia,New Zealand,2004.0,1,2.0,OPV,2.0
United Kingdom,New Zealand,1976.0,1,10.0,transport aircraft,3.0
United Kingdom,New Zealand,1970.0,2,10.0,trainer/combat aircraft,5.0
United Kingdom,New Zealand,1974.0,1,1.0,ASW helicopter,5.0
France,New Zealand,1989.0,2,2.0,ASW sonar,3.0
United States,New Zealand,2014.0,2,11.0,trainer aircraft,2.0
Germany,New Zealand,1989.0,2,2.0,frigate,5.0
Australia,New Zealand,2015.0,1,5.0,APC,3.0
United States,New Zealand,1985.0,1,1.0,ASW aircraft,5.0
United States,Nicaragua,1961.0,1,4.0,bomber aircraft,8.0
Soviet Union,Nicaragua,1989.0,1,4.0,transport helicopter,3.0
Soviet Union,Nicaragua,1988.0,1,6.0,transport helicopter,3.0
United States,Nicaragua,1957.0,1,6.0,transport aircraft,3.0
United States,Nicaragua,1976.0,1,1.0,light aircraft,2.0
United States,Nicaragua,1975.0,1,10.0,light aircraft,2.0
United States,Nicaragua,1961.0,1,8.0,light aircraft,2.0
Sweden,Nicaragua,1954.0,1,26.0,fighter aircraft,8.0
France,Nicaragua,1981.0,1,2.0,light helicopter,2.0
Spain,Nicaragua,2007.0,1,4.0,patrol craft,2.0
United States,Nicaragua,1970.0,1,7.0,light helicopter,2.0
Netherlands,Nicaragua,2018.0,1,2.0,patrol craft,2.0
United States,Nicaragua,1976.0,1,1.0,light aircraft,2.0
Russia,Nicaragua,2017.0,1,2.0,transport aircraft,3.0
Guatemala,Nicaragua,1955.0,1,1.0,FGA aircraft,8.0
France,Niger,2019.0,1,13.0,APC/APV,3.0
France,Niger,2022.0,1,2.0,light helicopter,2.0
United States,Niger,2014.0,1,2.0,light transport aircraft,2.0
United States,Niger,2019.0,3,51.0,APC,3.0
Germany,Niger,1985.0,1,1.0,light transport aircraft,2.0
France,Niger,1979.0,1,1.0,transport aircraft,3.0
United States,Niger,1979.0,1,2.0,transport aircraft,3.0
Germany,Niger,1984.0,1,20.0,APC,3.0
Libya,Niger,1997.0,1,1.0,transport aircraft,3.0
Egypt,Niger,2023.0,1,30.0,reconnaissance AV,3.0
France,Niger,2015.0,1,4.0,APC,3.0
Ukraine,Niger,2012.0,1,2.0,ground attack aircraft,8.0
France,Niger,1974.0,1,1.0,transport aircraft,3.0
Egypt,Niger,2023.0,1,12.0,towed gun,3.0
Turkiye,Niger,2021.0,1,6.0,armed UAV,5.0
France,Niger,2012.0,1,3.0,light helicopter,2.0
South Africa,Niger,2022.0,1,8.0,APC,3.0
Italy,Nigeria,1983.0,2,2.0,MCM ship,3.0
United States,Nigeria,1990.0,3,64.0,vehicle engine,2.0
Netherlands,Nigeria,2019.0,1,1.0,landing ship,5.0
Austria,Nigeria,2022.0,1,4.0,light aircraft,2.0
Italy,Nigeria,2007.0,2,2.0,maritime patrol aircraft,3.0
France,Nigeria,2019.0,1,1.0,patrol craft,2.0
United Kingdom,Nigeria,1975.0,1,2.0,corvette,5.0
Netherlands,Nigeria,2019.0,1,2.0,patrol craft,2.0
United States,Nigeria,1983.0,2,2.0,naval gun,3.0
Italy,Nigeria,1977.0,3,10.0,naval gun,3.0
Germany,Nigeria,1975.0,1,8.0,ship engine,2.0
Germany,Nigeria,1977.0,1,12.0,ship engine,2.0
United Kingdom,Nigeria,1977.0,1,2.0,ship engine,2.0
Sweden,Nigeria,1975.0,1,2.0,ASW MRL,3.0
Italy,Nigeria,1977.0,3,6.0,naval gun,3.0
Italy,Nigeria,2005.0,1,1.0,transport aircraft,3.0
United Kingdom,Nigeria,1974.0,1,2.0,patrol craft,2.0
United Kingdom,Nigeria,1977.0,1,1.0,air/sea search radar,3.0
Netherlands,Nigeria,1977.0,1,1.0,fire control radar,3.0
Netherlands,Nigeria,1975.0,1,2.0,fire control radar,3.0
Italy,Nigeria,1990.0,3,13.0,self-propelled gun,5.0
Italy,Nigeria,1975.0,1,2.0,naval gun,3.0
Netherlands,Nigeria,1977.0,1,1.0,fire control radar,3.0
Austria,Nigeria,1981.0,2,70.0,APC,3.0
United Kingdom,Nigeria,1965.0,3,6.0,patrol craft,2.0
United States,Nigeria,1974.0,2,6.0,transport aircraft,3.0
Germany,Nigeria,1973.0,1,4.0,light helicopter,2.0
United States,Nigeria,1971.0,1,3.0,light transport aircraft,2.0
Germany,Nigeria,1983.0,2,3.0,light transport aircraft,2.0
France,Nigeria,1981.0,1,70.0,armoured car,3.0
United States,Nigeria,1983.0,1,3.0,transport aircraft,3.0
United Kingdom,Nigeria,1980.0,1,5.0,trainer aircraft,2.0
Germany,Nigeria,1976.0,1,2.0,landing ship,5.0
United Kingdom,Nigeria,1977.0,1,12.0,trainer aircraft,2.0
United Kingdom,Nigeria,1971.0,1,2.0,patrol craft,2.0
Germany,Nigeria,1977.0,2,3.0,FAC,3.0
France,Nigeria,1977.0,1,3.0,FAC,3.0
France,Nigeria,1976.0,3,15.0,helicopter,3.0
United States,Nigeria,2011.0,1,1.0,OPV,2.0
Germany,Nigeria,2012.0,2,4.0,ship engine,2.0
France,Nigeria,2017.0,1,2.0,patrol craft,2.0
Israel,Nigeria,2012.0,2,3.0,patrol craft,2.0
Soviet Union,Nigeria,1967.0,1,3.0,FAC,3.0
United States,Nigeria,2001.0,2,4.0,cargo ship,2.0
China,Nigeria,2022.0,1,1.0,fighter aircraft,8.0
Netherlands,Nigeria,1965.0,1,1.0,patrol craft,2.0
Germany,Nigeria,1963.0,1,20.0,light transport aircraft,2.0
United Kingdom,Nigeria,1960.0,1,1.0,patrol craft,2.0
United States,Nigeria,2014.0,1,16.0,APC,3.0
Germany,Nigeria,1977.0,1,1.0,frigate,5.0
Italy,Nigeria,1977.0,1,1.0,naval SAM system,5.0
United States,Nigeria,2022.0,1,4.0,aircraft engine,2.0
Brazil,Nigeria,2018.0,1,12.0,trainer/combat aircraft,5.0
United States,Nigeria,2014.0,3,4.0,trainer/combat aircraft,5.0
United States,Nigeria,2014.0,1,10.0,APC,3.0
United States,Nigeria,1970.0,1,1.0,transport aircraft,3.0
United States,Nigeria,2023.0,1,0.0,light helicopter,2.0
Turkiye,Nigeria,2023.0,1,0.0,patrol craft,2.0
Italy,Nigeria,2021.0,1,0.0,air/sea search radar,3.0
Turkiye,Nigeria,2021.0,1,0.0,OPV,2.0
UAE,Nigeria,2013.0,1,10.0,APV,3.0
South Africa,Nigeria,2013.0,1,2.0,patrol craft,2.0
China,Nigeria,2014.0,1,1.0,patrol craft,2.0
China,Nigeria,2012.0,2,2.0,OPV,2.0
Pakistan,Nigeria,2016.0,3,10.0,trainer aircraft,2.0
Ukraine,Nigeria,2005.0,1,7.0,APC,3.0
Singapore,Nigeria,2007.0,1,2.0,patrol craft,2.0
United States,Nigeria,1981.0,1,3.0,ASW sonar,3.0
United Kingdom,Nigeria,1981.0,1,3.0,ASW helicopter,5.0
Canada,Nigeria,2007.0,2,4.0,aircraft engine,2.0
France,Nigeria,2023.0,1,0.0,patrol craft,2.0
Italy,Nigeria,2021.0,1,0.0,naval gun,3.0
Italy,Nigeria,1983.0,2,12.0,trainer/combat aircraft,5.0
United States,Nigeria,2022.0,1,1.0,light transport aircraft,2.0
Turkiye,Nigeria,2022.0,1,2.0,combat helicopter,5.0
Soviet Union,North Korea,1950.0,1,15.0,trainer aircraft,2.0
Kazakhstan,North Korea,1995.0,1,4.0,fire control radar,3.0
Kazakhstan,North Korea,1995.0,1,24.0,AA gun,3.0
Soviet Union,North Korea,1950.0,1,24.0,fighter aircraft,8.0
United States,North Macedonia,2000.0,1,1.0,helicopter,3.0
Kazakhstan,North Macedonia,1998.0,1,12.0,APC,3.0
Russia,North Macedonia,1994.0,1,4.0,transport helicopter,3.0
Greece,North Macedonia,2001.0,1,2.0,helicopter,3.0
France,North Macedonia,1999.0,1,62.0,anti-tank missile,5.0
Greece,North Macedonia,1999.0,1,10.0,APC,3.0
Bulgaria,North Macedonia,1999.0,1,36.0,tank,8.0
Germany,North Macedonia,1998.0,1,60.0,APC,3.0
United States,North Macedonia,1998.0,2,36.0,towed gun,3.0
United States,North Macedonia,2001.0,1,1.0,light aircraft,2.0
Ukraine,North Macedonia,2001.0,1,4.0,ground attack aircraft,8.0
Ukraine,North Macedonia,2001.0,1,6.0,self-propelled MRL,5.0
Turkiye,North Macedonia,2016.0,1,1.0,APV,3.0
United Kingdom,North Yemen,1974.0,1,2.0,light transport aircraft,2.0
Soviet Union,North Yemen,1979.0,1,150.0,APC,3.0
United States,North Yemen,1979.0,1,2.0,transport aircraft,3.0
United States,North Yemen,1977.0,1,3.0,patrol craft,2.0
Saudi Arabia,North Yemen,1977.0,1,4.0,FGA aircraft,8.0
unknown supplier(s),North Yemen,1966.0,1,4.0,mortar,2.0
United States,North Yemen,1979.0,1,56.0,APC,3.0
United States,North Yemen,1979.0,1,64.0,tank,8.0
United States,North Yemen,1979.0,1,12.0,FGA aircraft,8.0
United States,North Yemen,1979.0,1,12.0,towed gun,3.0
United States,North Yemen,1979.0,1,6.0,ARV,2.0
unknown supplier(s),North Yemen,1966.0,1,2.0,mortar,2.0
Saudi Arabia,North Yemen,1955.0,1,2.0,trainer aircraft,2.0
United States,Norway,2022.0,1,0.0,BVRAAM,8.0
United States,Norway,1986.0,2,4.0,ASW aircraft,5.0
United States,Norway,2012.0,1,1.0,transport aircraft,3.0
United States,Norway,2007.0,3,4.0,transport aircraft,3.0
United States,Norway,2023.0,1,0.0,ASW helicopter,5.0
Germany,Norway,2023.0,1,0.0,tank,8.0
Germany,Norway,2019.0,1,5.0,armoured bridgelayer,2.0
United States,Norway,2023.0,1,0.0,BVRAAM,8.0
United States,Norway,2020.0,1,0.0,guided glide bomb,5.0
United Kingdom,Norway,1989.0,1,1.0,transport helicopter,3.0
United Kingdom,Norway,1977.0,1,1.0,transport helicopter,3.0
Sweden,Norway,1977.0,2,3.0,naval gun,3.0
Germany,Norway,1975.0,3,28.0,ship engine,2.0
Netherlands,Norway,2001.0,1,1.0,APC,3.0
Netherlands,Norway,2001.0,1,5.0,tank,8.0
United States,Norway,2000.0,5,5.0,air search radar,3.0
United States,Norway,1995.0,1,30.0,APC,3.0
Finland,Norway,1999.0,1,32.0,APC,3.0
United States,Norway,1995.0,2,12.0,self-propelled MRL,5.0
Netherlands,Norway,1994.0,1,16.0,APC,3.0
United States,Norway,1986.0,2,2.0,FGA aircraft,8.0
Sweden,Norway,1986.0,1,4.0,trainer aircraft,2.0
Germany,Norway,1959.0,4,15.0,submarine,8.0
Sweden,Norway,1981.0,1,16.0,trainer aircraft,2.0
Italy,Norway,1994.0,2,3.0,air search radar,3.0
Italy,Norway,2006.0,2,25.0,APV,3.0
Sweden,Norway,2003.0,4,6.0,fire control radar,3.0
Germany,Norway,1991.0,2,92.0,tank,8.0
United States,Norway,1955.0,1,2.0,minesweeper,2.0
Spain,Norway,2000.0,5,5.0,frigate,5.0
Sweden,Norway,1994.0,4,104.0,IFV,5.0
Germany,Norway,2021.0,1,0.0,submarine,8.0
Finland,Norway,2013.0,1,2.0,ship engine,2.0
South Korea,Norway,2013.0,1,1.0,replenishment ship,2.0
United States,Norway,2018.0,1,1.0,turbofan,2.0
United States,Norway,2017.0,2,5.0,ASW aircraft,5.0
Germany,Norway,1982.0,4,6.0,submarine,8.0
United States,Norway,2000.0,5,10.0,fire control radar,3.0
Germany,Norway,2023.0,1,0.0,AEV/ARV,2.0
United Kingdom,Norway,1978.0,1,6.0,helicopter,3.0
Germany,Norway,1962.0,1,1.0,submarine,8.0
United Kingdom,Norway,1952.0,1,2.0,frigate,5.0
United States,Norway,2022.0,1,0.0,air search radar,3.0
Italy,Norway,2008.0,1,35.0,APV,3.0
South Korea,Norway,2022.0,1,0.0,ALV,1.0
South Korea,Norway,2022.0,1,0.0,self-propelled gun,5.0
Netherlands,Norway,2022.0,1,0.0,artillery locating radar,3.0
United States,Norway,1991.0,1,136.0,APC,3.0
United States,Norway,1995.0,1,126.0,APC,3.0
France,Norway,2000.0,5,5.0,ASW sonar,3.0
South Korea,Norway,2017.0,3,24.0,self-propelled gun,5.0
Singapore,Oman,2012.0,2,4.0,OPV,2.0
United Kingdom,Oman,2012.0,2,12.0,FGA aircraft,8.0
United States,Oman,2009.0,1,1.0,transport aircraft,3.0
Italy,Oman,1981.0,2,2.0,naval gun,3.0
United States,Oman,1993.0,1,3.0,light helicopter,2.0
UAE,Oman,2005.0,1,1.0,landing ship,5.0
United States,Oman,1997.0,1,3.0,AEV,2.0
United Kingdom,Oman,1994.0,1,1.0,FGA aircraft,8.0
Sweden,Oman,1995.0,2,3.0,fire control radar,3.0
France,Oman,1996.0,2,51.0,APV,3.0
United Kingdom,Oman,1993.0,1,4.0,APC,3.0
United Kingdom,Oman,1993.0,2,18.0,tank,8.0
United Kingdom,Oman,1986.0,1,1.0,air search radar,3.0
United Kingdom,Oman,1986.0,1,1.0,FAC,3.0
United Kingdom,Oman,1985.0,2,2.0,air search radar,3.0
United Kingdom,Oman,1969.0,1,1.0,training ship,2.0
United Kingdom,Oman,1970.0,1,2.0,patrol craft,2.0
United Kingdom,Oman,1967.0,1,12.0,trainer/combat aircraft,5.0
United Kingdom,Oman,1972.0,1,8.0,trainer/combat aircraft,5.0
United States,Oman,1975.0,1,120.0,anti-tank missile,5.0
United Kingdom,Oman,1974.0,2,3.0,transport aircraft,3.0
United Kingdom,Oman,1974.0,1,4.0,trainer/combat aircraft,5.0
Singapore,Oman,1982.0,1,2.0,landing craft,3.0
United Kingdom,Oman,1982.0,1,1.0,landing ship,5.0
United States,Oman,1981.0,2,2.0,transport aircraft,3.0
United Kingdom,Oman,1981.0,2,2.0,FAC,3.0
United Kingdom,Oman,1980.0,1,1.0,FAC,3.0
United Kingdom,Oman,1980.0,1,12.0,FGA aircraft,8.0
United Kingdom,Oman,1974.0,1,4.0,patrol craft,2.0
United Kingdom,Oman,1977.0,1,1.0,landing ship,5.0
Pakistan,Oman,2002.0,1,5.0,trainer aircraft,2.0
Netherlands,Oman,2007.0,2,3.0,fire control radar,3.0
Netherlands,Oman,2012.0,2,4.0,fire control radar,3.0
Netherlands,Oman,2012.0,2,4.0,air/sea search radar,3.0
France,Oman,2007.0,1,6.0,mortar,2.0
Pakistan,Oman,1994.0,1,3.0,trainer aircraft,2.0
United Kingdom,Oman,2012.0,1,8.0,trainer/combat aircraft,5.0
France,Oman,1992.0,2,8.0,ship engine,2.0
Switzerland,Oman,1988.0,1,2.0,trainer aircraft,2.0
United States,Oman,1983.0,2,6.0,helicopter,3.0
United Kingdom,Oman,1981.0,1,12.0,tank,8.0
United States,Oman,1995.0,1,30.0,tank,8.0
United Kingdom,Oman,2007.0,2,3.0,frigate,5.0
Jordan,Oman,1975.0,1,31.0,FGA aircraft,8.0
Spain,Oman,2012.0,2,4.0,maritime patrol aircraft,3.0
Netherlands,Oman,1992.0,2,2.0,air search radar,3.0
United Kingdom,Oman,1992.0,2,2.0,frigate,5.0
United States,Oman,2010.0,2,2.0,transport aircraft,3.0
United States,Oman,2011.0,1,12.0,FGA aircraft,8.0
Netherlands,Oman,2007.0,2,3.0,air search radar,3.0
United States,Oman,1980.0,1,1.0,transport aircraft,3.0
Canada,Oman,1982.0,1,1.0,transport aircraft,3.0
Australia,Oman,2014.0,1,2.0,transport ship,2.0
Netherlands,Oman,1974.0,1,2.0,minesweeper,2.0
France,Oman,1993.0,2,3.0,patrol craft,2.0
France,Pakistan,2005.0,3,16.0,ship engine,2.0
Netherlands,Pakistan,2022.0,1,0.0,frigate,5.0
Lithuania,Pakistan,2022.0,1,1.0,transport aircraft,3.0
Russia,Pakistan,2015.0,1,2.0,transport helicopter,3.0
Turkiye,Pakistan,2013.0,1,1.0,replenishment tanker,2.0
United Kingdom,Pakistan,2016.0,1,1.0,transport helicopter,3.0
United Kingdom,Pakistan,2017.0,2,4.0,transport helicopter,3.0
United States,Pakistan,2020.0,1,1.0,gas turbine,2.0
Thailand,Pakistan,2002.0,1,2.0,FAC,3.0
Netherlands,Pakistan,2021.0,1,2.0,MCM ship,3.0
Turkiye,Pakistan,2018.0,1,1.0,frigate,5.0
Turkiye,Pakistan,2022.0,1,0.0,aircraft EO system,3.0
United States,Pakistan,1959.0,1,1.0,tug,1.0
France,Pakistan,2004.0,1,10.0,light helicopter,2.0
United Kingdom,Pakistan,2005.0,1,2.0,light helicopter,2.0
Russia,Pakistan,2001.0,1,4.0,transport helicopter,3.0
Italy,Pakistan,2021.0,1,1.0,naval SAM system,5.0
Turkiye,Pakistan,2006.0,2,2.0,FAC,3.0
Soviet Union,Pakistan,1968.0,1,2.0,height-finding radar,3.0
New Zealand,Pakistan,1991.0,1,1.0,transport aircraft,3.0
Russia,Pakistan,1995.0,1,12.0,transport helicopter,3.0
United States,Pakistan,1988.0,1,24.0,towed gun,3.0
Soviet Union,Pakistan,1968.0,1,1.0,transport helicopter,3.0
United Kingdom,Pakistan,1993.0,2,6.0,frigate,5.0
France,Pakistan,1992.0,3,3.0,MCM ship,3.0
Soviet Union,Pakistan,1968.0,1,2.0,air search radar,3.0
United Kingdom,Pakistan,1989.0,1,1.0,transport helicopter,3.0
United States,Pakistan,1988.0,1,5.0,artillery locating radar,3.0
United Kingdom,Pakistan,1988.0,1,2.0,frigate,5.0
United Kingdom,Pakistan,1994.0,1,3.0,ASW helicopter,5.0
France,Pakistan,1988.0,1,1.0,ASW aircraft,5.0
